student_id,first,last,email,grade_level,major,gpa
2598467,Symantha,VANCE,SymanthaVA58@usf.edu,Senior,materials engineering and materials science,2.46875
3647611,Amrey,DOYLE,AmreyDO17@usf.edu,Junior,miscellaneous biology,2.58333
8417553,Tricia,STEELE,TriciaST46@usf.edu,Junior,physics,2.45833
1548875,Danelle,MCDONALD,DanelleMC40@usf.edu,Senior,visual and performing arts,2.5625
9347129,Orlando,GENTRY,OrlandoGE75@usf.edu,Junior,humanities,2.375
4465125,Sharron,DRAKE,SharronDR08@usf.edu,Senior,biological engineering,2.40625
5512533,Haley,MARTIN,HaleyMA54@usf.edu,Freshman,ecology,2.625
7348326,Gary,CONLEY,GaryCO83@usf.edu,Junior,court reporting,2.45833
2996134,Aisha,KIRK,AishaKI22@usf.edu,Junior,social work,2.41667
6964186,Leeane,GILL,LeeaneGI11@usf.edu,Junior,health and medical administrative services,2.54167
3695794,Raelene,CHERRY,RaeleneCH91@usf.edu,Sophmore,miscellaneous biology,2.4375
8987977,Leiane,BLACK,LeianeBL62@usf.edu,Freshman,electrical,2.25
6349162,Cavell,PETERS,CavellPE68@usf.edu,Freshman,interdisciplinary social sciences,2.625
1379441,Anwar,BAIRD,AnwarBA28@usf.edu,Junior,military technologies,2.5
8211253,Sebastien,BERNARD,SebastienBE45@usf.edu,Senior,advertising and public relations,2.09375
1336425,Aline,SWEENEY,AlineSW79@usf.edu,Sophmore,mining and mineral engineering,2
4337384,Shalimar,WEEKS,ShalimarWE58@usf.edu,Senior,social work,2
5462333,Denese,BEAN,DeneseBE12@usf.edu,Sophmore,management information systems and statistics,2
2356661,Hilena,CONRAD,HilenaCO58@usf.edu,Freshman,physiology,2
6472569,Melvin,MCKNIGHT,MelvinMC87@usf.edu,Freshman,teacher education: multiple levels,2
6317358,Temituokpe,KENT,TemituokpeKE57@usf.edu,Freshman,general agriculture,2
9154539,Riccardo,LOVE,RiccardoLO68@usf.edu,Senior,anthropology and archeology,2
3334579,Nadean,RUBIO,NadeanRU19@usf.edu,Freshman,aerospace engineering,2
7331254,Aneesa,WEEKS,AneesaWE01@usf.edu,Senior,architectural engineering,2
4626933,Sharleene,HOWARD,SharleeneHO29@usf.edu,Sophmore,family and consumer sciences,2
3518758,Kerri,HOLDEN,KerriHO85@usf.edu,Freshman,geosciences,2
1394778,Anne,CARLSON,AnneCA39@usf.edu,Sophmore,political science and government,2
1344782,Louisa,CALHOUN,LouisaCA51@usf.edu,Senior,nuclear engineering,2
2425556,Karyn,DIAZ,KarynDI84@usf.edu,Junior,miscellaneous fine arts,2
5364997,Tamsin,CALDERON,TamsinCA56@usf.edu,Senior,agriculture production and management,2
3535741,Mellony,MERCER,MellonyME18@usf.edu,Senior,geosciences,2
5341121,Keira,VILLARREAL,KeiraVI52@usf.edu,Freshman,actuarial science,2
2226268,Ariane,TAPIA,ArianeTA31@usf.edu,Sophmore,special needs education,2
3618228,Muhmmad,MCCOY,MuhmmadMC21@usf.edu,Freshman,hospitality management,2
5541844,Barron,RIVAS,BarronRI53@usf.edu,Senior,advertising and public relations,2
1626968,Marie-Francoise,QUINN,Marie-FrancoiseQU18@usf.edu,Junior,food science,2
1815928,Tamsin,ROACH,TamsinRO97@usf.edu,Senior,oceanography,2
3898546,Zishan,CHERRY,ZishanCH55@usf.edu,Freshman,geological and geophysical engineering,2
1879185,Mathew,WHITNEY,MathewWH32@usf.edu,Junior,mechanical engineering,2
8422449,Ka,GRIMES,KaGR71@usf.edu,Sophmore,hospitality management,2
4879342,Alhakam,HARTMAN,AlhakamHA40@usf.edu,Senior,clinical psychology,2
7678874,Natalie,JONES,NatalieJO35@usf.edu,Freshman,industrial and manufacturing engineering,2
6837955,Jeanne,KEMP,JeanneKE31@usf.edu,Junior,aerospace engineering,2
2188659,Carol,HUFFMAN,CarolHU34@usf.edu,Junior,engineering mechanics physics and science,2
9136252,Irvin,GATES,IrvinGA25@usf.edu,Sophmore,human resources and personnel management,2
8297645,Hew,HUERTA,HewHU95@usf.edu,Senior,food science,2
6696382,Zara,STARK,ZaraST27@usf.edu,Freshman,geology and earth science,2
1722717,Hrushikesh,HARDING,HrushikeshHA21@usf.edu,Senior,atmospheric sciences and meteorology,2
2335432,Sukvant,REILLY,SukvantRE12@usf.edu,Junior,civil engineering,2
3561854,Emma,JONES,EmmaJO41@usf.edu,Freshman,mathematics,2
5227959,Shmaila,MORTON,ShmailaMO36@usf.edu,Freshman,physics,2
6166188,Kellee,SPARKS,KelleeSP48@usf.edu,Freshman,library science,2
4568177,Barry-Jon,TANNER,Barry-JonTA83@usf.edu,Senior,industrial and organizational psychology,2
7928586,Kristie,TATE,KristieTA88@usf.edu,Junior,family and consumer sciences,2
7528615,Lea,GARRISON,LeaGA92@usf.edu,Junior,other foreign languages,2
4521586,Rosaria,FORD,RosariaFO37@usf.edu,Junior,mathematics and computer science,2
2457178,Larah,CLARKE,LarahCL18@usf.edu,Freshman,business economics,2
6878181,Eve,COBB,EveCO95@usf.edu,Junior,anthropology and archeology,2
5291445,Glynn,ORR,GlynnOR23@usf.edu,Sophmore,area ethnic and civilization studies,2
7747651,Lucia,CHARLES,LuciaCH95@usf.edu,Junior,mechanical engineering,2
1336679,Charisse,TANNER,CharisseTA41@usf.edu,Senior,pharmacology,2
1861629,Teena,WEBER,TeenaWE87@usf.edu,Freshman,animal sciences,2
3698156,Kashif,AYERS,KashifAY68@usf.edu,Sophmore,educational psychology,2
1329528,Rola,BANKS,RolaBA62@usf.edu,Junior,computer networking and telecommunications,2
8535274,Brigid,GOLDEN,BrigidGO69@usf.edu,Freshman,management information systems and statistics,2
3842129,Genevieve,SHIELDS,GenevieveSH30@usf.edu,Sophmore,history,2
7978875,Sossity,LINDSEY,SossityLI59@usf.edu,Freshman,clinical psychology,2
7776889,Siona,VARGAS,SionaVA90@usf.edu,Sophmore,art history and criticism,2
8699882,Stanley,CLINE,StanleyCL34@usf.edu,Junior,miscellaneous business & medical administration,2
2467423,Antoinette,BOOKER,AntoinetteBO17@usf.edu,Freshman,pre-law and legal studies,2
3117988,Khashia,REESE,KhashiaRE24@usf.edu,Sophmore,music,2
9625686,Jerome,COLE,JeromeCO05@usf.edu,Sophmore,botany,2
9954175,Uchechukwu,MERRITT,UchechukwuME10@usf.edu,Junior,miscellaneous psychology,2
5466167,Gurhemat,VALENZUELA,GurhematVA18@usf.edu,Sophmore,medical technologies technicians,2
5518132,Kerr,GREGORY,KerrGR37@usf.edu,Freshman,civil engineering,2
4587731,Caralyn,ESTRADA,CaralynES01@usf.edu,Sophmore,film video and photographic arts,2
5757897,Henrietta,ABBOTT,HenriettaAB16@usf.edu,Freshman,soil science,2
6926188,Joel,CLAY,JoelCL27@usf.edu,Junior,materials science,2
4663653,Nadeem,KERR,NadeemKE89@usf.edu,Sophmore,theology and religious vocations,2
8352275,Amye,BRADFORD,AmyeBR70@usf.edu,Junior,microbiology,2
1581639,Huseyin,RAMSEY,HuseyinRA92@usf.edu,Senior,forestry,2
6521882,Desmond,FUENTES,DesmondFU98@usf.edu,Sophmore,zoology,2
7774674,Thorfinn,KRAMER,ThorfinnKR79@usf.edu,Freshman,philosophy and religious studies,2
6868536,Brooks,GALVAN,BrooksGA31@usf.edu,Junior,mechanical engineering,2
1911925,Mariann,SWEENEY,MariannSW12@usf.edu,Sophmore,physics,2
4984974,Aneesa,COLE,AneesaCO37@usf.edu,Sophmore,social science or history teacher education,2
6885791,Peter-John,MALONE,Peter-JohnMA85@usf.edu,Freshman,advertising and public relations,2
